uri,record__created_at,record__text,ili_related,symptoms
at://did:plc:4oid7ov2a3kzc2y3qonobocy/app.bsky.feed.post/3k7rf2xvd3r2v,2023-09-19 18:52:14.567000 UTC,"Fièvre, sueurs, fatigue, negatif…..ouan ben cest un fucking de bon rhume !",true,"Fièvre,sueurs,fatigue"
at://did:plc:4qhucmmnb4fp6t6zouthnrup/app.bsky.feed.post/3kleehdtsfs27,2024-02-14 07:38:58.849000 UTC,Grippe et fièvre 😷 pas de stream cette semaine 😔,true,"Grippe,fièvre"
at://did:plc:4qhucmmnb4fp6t6zouthnrup/app.bsky.feed.post/3kleehdtsfs27,2024-02-14 07:38:58.849000 UTC,Grippe et fièvre 😷 pas de stream cette semaine 😔,true,"Grippe,fièvre"
at://did:plc:4qlbibx7il3sbqfsmysq4x77/app.bsky.feed.post/3kykrkedmx22w,2024-07-31 07:16:45.070000 UTC,"Et qui c'est qui va faire du souffleur de feuilles 

Dans la maison, vu la chaleur et la fièvre.

Les ventilateurs c'est pour les faibles.",true,"chaleur,fièvre"
at://did:plc:4slozyfscryvzlbaxo7l5tux/app.bsky.feed.post/3ldqv2aqn5223,2024-12-20 17:12:29.308000 UTC,"Tout ça pour dire que mon époux et moi on l'a eue aussi, mais ce n'était que 2 jours au lit avec fièvre.
Et ça dépend sans doute aussi de la souche...",true,fièvre
at://did:plc:4sqihhmybne3nkdrwqdanivd/app.bsky.feed.post/3layglcgrx22v,2024-11-15 12:59:18.404000 UTC,"Je vais voir The Substance avec deux doses de vaccin dans le bras et la fièvre qui pointe. Je ne suis pas sûre d'en sortir vivante.

Adieu",true,fièvre
at://did:plc:4sqihhmybne3nkdrwqdanivd/app.bsky.feed.post/3lbul6cl4sk23,2024-11-26 17:36:03.723000 UTC,"Angine, fièvre, boulot, réunion : le combo de la mort

#MaJournée",true,"Angine,fièvre"
at://did:plc:4sxd77cybvbmro6x4dpipa4d/app.bsky.feed.post/3kajoipcciu2p,2023-09-29 10:44:52.822000 UTC,"Quand tu es *vraiment* trop gentille^W conne : tu as le Covid, pardon un gros rhume, de la fièvre, des courbatures, et tu te relèves quand même péniblement pour aller chercher un autre pull parce que le chat s'est endormi sur celui que t'as posé là y a 3 secondes.",true,"fièvre,courbatures"
at://did:plc:4sxd77cybvbmro6x4dpipa4d/app.bsky.feed.post/3kajoipcciu2p,2023-09-29 10:44:52.822000 UTC,"Quand tu es *vraiment* trop gentille^W conne : tu as le Covid, pardon un gros rhume, de la fièvre, des courbatures, et tu te relèves quand même péniblement pour aller chercher un autre pull parce que le chat s'est endormi sur celui que t'as posé là y a 3 secondes.",true,"fièvre,courbatures"
at://did:plc:4vvvd5yvail22povitxiyr2y/app.bsky.feed.post/3kmbayetkdd26,2024-02-25 19:24:07.948000 UTC,"3 jours à 39°, toux et rhume permanent, un mal de gorge incendiaire...
JPP, même vacciné grippe+covid je déguste.

Mettez un masque !!!",true,"toux,rhume,mal de gorge"
at://did:plc:4vvvd5yvail22povitxiyr2y/app.bsky.feed.post/3kmbayetkdd26,2024-02-25 19:24:07.948000 UTC,"3 jours à 39°, toux et rhume permanent, un mal de gorge incendiaire...
JPP, même vacciné grippe+covid je déguste.

Mettez un masque !!!",true,"toux,rhume,mal de gorge"
at://did:plc:4y5hfku5ebzvqzxclq3lrbsa/app.bsky.feed.post/3lgaf3gzh7s2o,2025-01-21 07:59:48.641000 UTC,je me disais c fou tout le sommeil dont j'ai besoin car je dors depuis hier 16h30 et en ft je me réveille avec de la fièvre 👍 encore malade je songe à me #tuer,true,fièvre
at://did:plc:4y5hfku5ebzvqzxclq3lrbsa/app.bsky.feed.post/3lgitx54e6c2d,2025-01-24 16:47:08.070000 UTC,purée je fais une version #longue c mon 4e jour de fièvre,true,fièvre
at://did:plc:4y7x44veb2jrocnvtk6r7dss/app.bsky.feed.post/3kezksduhwq2i,2023-11-25 16:02:03.417000 UTC,"Bon, on est deux sur le carreau. Hier c’était les écluses et aujourd’hui fièvre. Elle est méchante la maudite. 🤗",true,fièvre
at://did:plc:4y7x44veb2jrocnvtk6r7dss/app.bsky.feed.post/3kk7zylxvmk2e,2024-01-30 20:55:55.587000 UTC,"Fièvre de cheval, courbatures, mal de tête…il y a des alertes dengue. Prendre des douches glacées et boire du Pédialite version adulte + paracétamol. 🤞",true,"Fièvre de cheval,courbatures,mal de tête"
at://did:plc:4y7x44veb2jrocnvtk6r7dss/app.bsky.feed.post/3kka4hzywom2c,2024-01-30 21:40:21.408000 UTC,"Contente de lire ça, ça va aussi, une fièvre aujourd’hui mais bon, ça va passer 😀",true,fièvre
at://did:plc:4y7x44veb2jrocnvtk6r7dss/app.bsky.feed.post/3kkamwersl42d,2024-01-31 02:34:42.048000 UTC,"La nuit va être longue, la fièvre ne tombe pas 😵‍💫🤒",true,fièvre
at://did:plc:4y7x44veb2jrocnvtk6r7dss/app.bsky.feed.post/3kkbpmi3ktk2d,2024-01-31 12:55:31.518000 UTC,"Ça va mieux, un peu, faut que je contrôle la fièvre.",true,fièvre
at://did:plc:4y7x44veb2jrocnvtk6r7dss/app.bsky.feed.post/3lb7ji2bexc2s,2024-11-18 08:39:48.570000 UTC,Je ne la tolère pas et je n’ai pas de médecin pour me la prescrire. Je vais être sur le carreau qq jours et ça va passer. C’est juste une grippe 😜,true,grippe
at://did:plc:4zhnl5h3ewwkfrldcbfoloc3/app.bsky.feed.post/3kdhgq6nrp52m,2023-11-05 17:36:08.610000 UTC,"C'était lors de mes premières vaccinations tout gamin, mon coeur s'emballait, battements irréguliers, bpm à plus de 180, la fièvre entrait dans la danse et je finissais en convulsion. Chaque injection était pire que la précédente. Le MG a préféré dire à ma mère d'arrêter les frais.",true,"battements irréguliers,fièvre,convulsion"
at://did:plc:52233tok5yaycpth4wqrksxa/app.bsky.feed.post/3kcw56p3x7w2r,2023-10-29 20:30:03.416000 UTC,"Le diagnostic est sombre : il semble que je m’achemine vers un rhume d’homme.

Je grelotte , j’ai mal à la tête .

J’ai demandé de l’aide mais ma fille regarde une vidéo sur tiktok, mon fils parle avec ses potes et ma femme fait un puzzle .

Un puzzle petit chat. 

Content d’avoir connu bluesky .",true,"grelotte,mal à la tête"
at://did:plc:524otbjntrjsaxmjxtdekefp/app.bsky.feed.post/3kd7xypihuw2l,2023-11-02 18:23:51.095000 UTC,"J'aurais aimé... Dans les faits j'ai laissé cuire ma fille avec ses 40 de fièvre pour amener ma mère ...

Point positif : maintenant je suis libreeeeee 

Compassion !",true,fièvre
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3klmmf2ozmn27,2024-02-17 14:22:10.065000 UTC,J'ai mal au crâne et de la fièvre je comptais me reposer un peu...,true,"mal au crâne,fièvre"
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3klqsqlntog2b,2024-02-19 06:26:38.733000 UTC,Merci y'avait longtemps que je n'avais pas dormi autant...la fièvre m'a assommée mon lit est trempé 🥺,true,fièvre
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3kls5ixor2l2r,2024-02-19 19:11:53.868000 UTC,Bonne soirée à vous ici la fièvre n'est pas vraiment tombée j'ai traîné ma misère toute la journée j'espère que demain ça ira mieux😷,true,fièvre
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3km2sr5dx3l2r,2024-02-23 05:53:35.351000 UTC,Pas de fièvre ce matin déjà c'est cool ensuite la toux décroche enfin et ça me fait moins mal ouffffff le reste devrait être un peu plus supportable du coup. Bon je vais en audience masquée de tte façon,true,toux
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3kmqk4cn2tx2l,2024-03-02 21:17:18.592000 UTC,Mais je sais pas en fait j'ai eu la grippe et j'ai énormément toussé..j'ai mal depuis deux jours aux côtes un truc de fou...,true,"toussé,mal aux côtes"
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3l2jsbwttd52f,2024-08-25 08:47:43.613000 UTC,Je ne suis pas violente je rage et je râle...j'ai un jour dis à ma voisine qu'elle n'était qu'une grosse conne égoïste mais j'avais 40 de fièvre avec le COVID et je voulais dormir qd son fils tirait du plomb sous ma fenêtre dimanche et qu'elle a dit ça va on va pas ts faire la sieste en +,true,fièvre
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3lhqgdo5wsc2h,2025-02-09 10:30:05.750000 UTC,N'a plus de fièvre mais strictement aucune énergie..et une toux de la mort,true,"fièvre,toux,aucune énergie"
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3lhsngo76zs27,2025-02-10 07:42:22.117000 UTC,Mimi est retournée en cours..moi je vais rester chez moi puisque c'est moi qui a de la fièvre aujourd'hui ! 😒,true,fièvre
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3lhspzy56xc24,2025-02-10 08:28:57.562000 UTC,Jvais au bain pour calmer la fièvre..merci Denis 😘,true,fièvre
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3lktegqvjhc2t,2025-03-20 18:49:35.897000 UTC,J'ai rallumé le poêle mis 4 pulls doubles chaussettes ibuprofene thé citron miel J'ai pu aller au conseil de classe ..j'ai transpiré comme un bouc la fièvre tombe tranquillement...merci axel,true,fièvre
at://did:plc:52z5evbel7fypvrp52kpmao5/app.bsky.feed.post/3lkupgn23ss2m,2025-03-21 07:39:02.752000 UTC,"La fièvre est encore là mais plus les maux de tête..go work un peu..
Merci cyco et bon week-end alors! 😘",true,"La fièvre,maux de tête"
at://did:plc:54eibpxp6ffu6jxcp2ds4hm6/app.bsky.feed.post/3ldhr6gegwc26,2024-12-17 02:09:16.805000 UTC,J'ai de la fièvre purée ptn de vaccin 😫😫,true,fièvre
at://did:plc:54wgrbbrnh37uv7a2nndp2jd/app.bsky.feed.post/3kd7fhrdggm2u,2023-11-02 12:52:15.202000 UTC,"Être en empathie avec son sujet, c’est essayer d’écrire un article sur la grippe en ayant une énorme crève et la sensation d’une tête prête à exploser. 
Je ne recommande pas",true,"crève,sensation d’une tête prête à exploser"
at://did:plc:54wgrbbrnh37uv7a2nndp2jd/app.bsky.feed.post/3ko5f4t4ibm2z,2024-03-20 17:17:56.444000 UTC,"Il a les indicateurs ""infection respiratoire aiguë"" tout verts du du côté du réseau Sentinelles. 
Et il y a cette crève et cette fièvre que je traîne depuis dimanche.
Être hors saison, c'est ma passion",true,fièvre
at://did:plc:552pd43cw6ulefdt6kqj66tu/app.bsky.feed.post/3lfhulhkjzk2a,2025-01-11 14:00:38.742000 UTC,"Rien de particulier, je n'y poste plus de toute manière. Pas du tout intéressée pour récupérer mes archives.

Ma résolution de nouvel an était de venir régulièrement sur BlueSky mais entre la grippe et la phlébite, j'ai eu d'autres choses en tête.",true,"grippe,phlébite"
at://did:plc:56x2gzzetil2xvoljdkuodyc/app.bsky.feed.post/3lhriotxtbc2s,2025-02-09 20:44:48.162000 UTC,"Fièvre 
Fatigue 
Rhume
Toux qui m’arrache le larynx et/ou trachée. 
J’adore 🤡",true,"Fièvre,Fatigue,Rhume,Toux qui m’arrache le larynx et/ou trachée"
at://did:plc:56x2gzzetil2xvoljdkuodyc/app.bsky.feed.post/3lhriotxtbc2s,2025-02-09 20:44:48.162000 UTC,"Fièvre 
Fatigue 
Rhume
Toux qui m’arrache le larynx et/ou trachée. 
J’adore 🤡",true,"Fièvre,Fatigue,Rhume,Toux qui m’arrache le larynx et/ou trachée"
at://did:plc:5764cghrhqptuuxs25fmr4ah/app.bsky.feed.post/3keaov75bms24,2023-11-15 18:38:41.045000 UTC,"Ma toile du jour! 🎨🖌️

""4""
Acrylique sur canevas
Couteaux et pinceaux

#art #SashArt #artiste #painting #tableau #toile #MyArt 

Avec près de 39° de fièvre et de très fortes douleurs, je suis doublement heureuse du résultat ! 
Peindre me soigne, ça me donne de l'énergie au lieu de m'en coûter",true,"fièvre,fortes douleurs"
at://did:plc:5adlktuf7ghzkcn6jh5pjk62/app.bsky.feed.post/3lhg5dpcays2b,2025-02-05 08:22:25.872000 UTC,"Aujourd'hui on s'habille contre la fièvre et les courbatures 💪🏼
#PoseTonHaut
#MrJack
#TimBurton",true,"fièvre,courbatures"
at://did:plc:5btgfbhykwp7mup2rkwxm7cv/app.bsky.feed.post/3lfl7rfziwc2r,2025-01-12 21:58:48.835000 UTC,"Entre deux poussées de fièvre, je réfléchis entre focus le speedrun de Crash Bandicoot 3, celui de Skate Horse ou recommencer la broderie en stream
Ou alors je ne fais plus que des streams Cuisine ta soupe",true,fièvre
at://did:plc:5ec4agvkntukrtfmyif6oith/app.bsky.feed.post/3l2jlc7fhwb2o,2024-08-25 06:42:35.887000 UTC,"Hier 39.2 , j’ai pas eu 39 depuis 20 ans c hyper rare pour moi la fièvre",true,fièvre
at://did:plc:5eikwjotwganriwzj2vo4qug/app.bsky.feed.post/3ljkl4pcic227,2025-03-04 13:30:05.592000 UTC,je me suis levé avec 38.5°c de fièvre et une grosse toux dégueulasse :)),true,"fièvre,toux"
at://did:plc:5f4f5i2mpxzszwkj4kaookcc/app.bsky.feed.post/3kgqy33sk5u2y,2023-12-17 16:55:59.904000 UTC,"J'avais enfin un date après plus d'un mois de crush maudit, et le mec m'annonce qu'il a de la fièvre deux heures avant 🤡

Malédiction, je crois",true,fièvre
at://did:plc:5h62jwhvicysclkwsf7b7xlu/app.bsky.feed.post/3kgbody6m2v2t,2023-12-11 14:52:05.709000 UTC,"Je vais vriller 
Je suis malade, g tjr pas commencé a réviser activement mes partiels de la semaine pro.
J'ai pas dormi convenablement depuis 3 jours. Je suis éclaté.
Et j'arrive pas à appeler mon manager pour lui dire qu'avec un mal de crane, de la fièvre etc je peux pas venir.",true,"mal de crane,fièvre"
at://did:plc:5i3n5nbndps5g2dmcu2gmfhy/app.bsky.feed.post/3lcdlbmr5m22x,2024-12-02 16:47:51.144000 UTC,"toux ? fièvre ?

Les coquilles sont...rares 😁",true,"toux,fièvre"
at://did:plc:5jsan3ebfchkb7udoh5zt4i5/app.bsky.feed.post/3l67rb27nsh2z,2024-10-11 06:43:28.450000 UTC,"J'ai un souvenir très sensoriel à 15 ans d'avoir eu une mégacrève et petite fièvre dans les Ardennes une année où on avait loué pas le gîte habituel, et où j'ai eu chaud-froid-chaud-froid sous un édredon en plumes qui pesait hyper lourd",true,"fièvre,chaud-froid"
at://did:plc:5kmnc5vrbmnozoplroy7qmjy/app.bsky.feed.post/3lg3rai5u2l2x,2025-01-19 11:54:03.817000 UTC,Non mais je l’ai sentie monter lundi matin et le soir je déchargeais à 40 de fièvre. Ça commence à aller mieux aujourd’hui.,true,fièvre
at://did:plc:5m4xhkhpuajmpgfzywchd7it/app.bsky.feed.post/3lcii7lin7k2i,2024-12-04 15:36:20.170000 UTC,"Alors double dose hier dans mes bras, grippe et COVID. Résultat: suis sous la couette avec de la fièvre et des courbatures. 🥴 Chouette!",true,"fièvre,courbatures"
at://did:plc:5m4xhkhpuajmpgfzywchd7it/app.bsky.feed.post/3lcii7lin7k2i,2024-12-04 15:36:20.170000 UTC,"Alors double dose hier dans mes bras, grippe et COVID. Résultat: suis sous la couette avec de la fièvre et des courbatures. 🥴 Chouette!",true,"fièvre,courbatures"
at://did:plc:5mbdsrhn4hrm6bpxhnf32lgz/app.bsky.feed.post/3kevalunm5425,2023-11-23 22:48:50.194000 UTC,Jme sens super mal genre fièvre,true,fièvre
at://did:plc:5nz5hoyfkj5ul6m56xfastfh/app.bsky.feed.post/3k7o5b226kz2p,2023-09-18 11:54:28.521000 UTC,"Mais ça ne me dérange pas au contraire parce que ça me permet de mieux gérer les délires que j'ai avec la fièvre (j'en ai très rarement mais je supporte vraiment mal d'en avoir, par contre contrairement à N3 je n'ai pas de traitement)",true,fièvre
at://did:plc:5oqva7ojfn4mwnnd2rm4w2nm/app.bsky.feed.post/3ldyqbri23s2p,2024-12-23 20:08:30.932000 UTC,"Moi pendant ces dix derniers jours, avec les compliments d'une violente grippe sa mère.",true,grippe
at://did:plc:5tiqaj4awcaxmahl6bjwhvvn/app.bsky.feed.post/3l5f7pn3in22i,2024-09-30 17:20:21.166000 UTC,"Coucou les pious o/ 

Petite séance de rattrapage sur Super Mario Odyssey. 
Objectif quelques lunes. 
Je suis encore état-grippé mais j'avais envie de jouer un peu. 
Here we go !!!
 
twitch.tv/galdi0s",true,état-grippé
at://did:plc:5tz5miguyu2e2gd3nkbbjus4/app.bsky.feed.post/3lcivhheva22k,2024-12-04 19:33:22.933000 UTC,"Je crois que je suis dans le même état que le gouvernement là...
Frisson de la mort, fièvre à 39⁰C, Toux, maux de tête... Ça sent bien le covid ça non ?",true,"Frisson de la mort,fièvre,Toux,maux de tête"
at://did:plc:5w3omsqp35sfsw7clwtk7a2b/app.bsky.feed.post/3ldbokkhtj22m,2024-12-14 16:06:24.109000 UTC,"Merci ☺️ 
J’ai fait un arrêt de deux semaines cause congés et grippe mais je reprends lundi ☺️",true,grippe
at://did:plc:5waiznavkhaerbvan2hqpurb/app.bsky.feed.post/3lfjvouf4tk2b,2025-01-12 09:25:46.079000 UTC,"Bonjour, j'ai de la fièvre. J'en ai marre. Bisous.",true,fièvre
at://did:plc:622ylqaaxjiyojaqtsy23hsg/app.bsky.feed.post/3kmpplviqxu2o,2024-03-02 13:22:51.760000 UTC,Ben je sais pas 🧐 coup de fièvre frissons fatigue hier soir,true,"coup de fièvre,frissons,fatigue"
at://did:plc:62kj2nqdmv3dcrsa7cyga77p/app.bsky.feed.post/3lkjfc2se5c26,2025-03-16 19:38:14.866000 UTC,J’ai de la fièvre et je suis claqué.,true,"fièvre,fatigue"
at://did:plc:63jq7mslapl6o4ouhihsfqiz/app.bsky.feed.post/3lckal4hldk2n,2024-12-05 08:24:56.607000 UTC,"Un gros rhume avec une bonne fièvre, le coup classique en cette saison.",true,fièvre
at://did:plc:63jq7mslapl6o4ouhihsfqiz/app.bsky.feed.post/3lckal4hldk2n,2024-12-05 08:24:56.607000 UTC,"Un gros rhume avec une bonne fièvre, le coup classique en cette saison.",true,fièvre
at://did:plc:644wmympmoyvsmjoyxi2pidp/app.bsky.feed.post/3lbig377wxc2g,2024-11-21 21:32:53.978000 UTC,J’avais moyen d’avoir des places mais je me remets à peine d’une grippe.. on va se reposer 😅,true,grippe
at://did:plc:66mywoe5kmpfuxaokuo4ivbq/app.bsky.feed.post/3kb3j7ixheh2l,2023-10-06 12:58:10.055000 UTC,"Moi qui ai de la fièvre : ""Essaye juste de te dire que tu as pris de la drogue et kiffe !""

(Elle a dû être coupée avec du géranium ou je sais pas quoi, le trip est pas ouf)",true,fièvre
at://did:plc:66mywoe5kmpfuxaokuo4ivbq/app.bsky.feed.post/3kk6swfxocx2o,2024-01-30 09:16:45.670000 UTC,"Pour le moment ça va, hier mal de gorge, mauvaise nuit et ce matin grosse fièvre, mais pour le moment c'est tout. J'espère pouvoir contenir ça avec le Paxlovid, mais comme je suis qu'à 24h y a peut-être moyen ?",true,"mal de gorge,fièvre"
at://did:plc:66mywoe5kmpfuxaokuo4ivbq/app.bsky.feed.post/3kkexnfsyfx2j,2024-02-01 19:57:10.912000 UTC,"Merci Hélène c'est gentil ! Pour le moment ça va (c'est le 4ème jour) et à part une énorme fatigue et de la fièvre, j'ai pas trop de symptômes. C'est sûr que mes 7 doses de vaccins aident, et puis on m'a prescrit du paxlovid, donc ça ne devrait pas s'agraver +, je suis confiante.",true,"fatigue,fièvre"
at://did:plc:66mywoe5kmpfuxaokuo4ivbq/app.bsky.feed.post/3lhlhlo3too22,2025-02-07 11:09:07.648000 UTC,"La note précisant quels fauteuils roulants seront intégralement remboursés est parue. 
1) C'est imbitable (bon j'ai de la fièvre ça n'aide peut-être pas)
2) Ça me donne l'impression que l'Etat va conditionner plein de spécificités et n'y connaît rien bordel.
www.legifrance.gouv.fr/jorf/id/JORF...",true,fièvre
at://did:plc:66mywoe5kmpfuxaokuo4ivbq/app.bsky.feed.post/3lhm2uqmiic2c,2025-02-07 16:54:14.882000 UTC,"Bilan de mes premières aventures médicales à Antony :
- Mercredi, fièvre et gorge en feu
- Pénurie de médecins traitants, personne prend de nouveaux patients, alors je me suis rabattue sur une cabine de téléconsultation en pharmacie, ravie à l'idée de jouer à la dinette avec les petits instruments.",true,"fièvre,gorge en feu"
at://did:plc:66uzj2giqihvnct3yczyqjyq/app.bsky.feed.post/3lihiae53fk2i,2025-02-18 14:35:16.036000 UTC,"Le truc quand j'ai de la fièvre c'est qu'un 37,8° me couche totalement.. j'ai jamais pensé à prendre ma température 'normale' 🥲",true,fièvre
at://did:plc:66wjthj6a2h65ddoagdcafd3/app.bsky.feed.post/3lki4amb6mc2t,2025-03-16 07:23:42.653000 UTC,"Une semaine que je me tape une sale grippe, fièvre, toux grasse permanente... 
Je ne voulais pas passer par la case médecin / radio, mais maintenant j'ai des feux d'artifices dans les poumons. Je pense que je peux faire une croix sur ma journée de demain 😬",true,"fièvre,toux grasse"
at://did:plc:66wjthj6a2h65ddoagdcafd3/app.bsky.feed.post/3lki4amb6mc2t,2025-03-16 07:23:42.653000 UTC,"Une semaine que je me tape une sale grippe, fièvre, toux grasse permanente... 
Je ne voulais pas passer par la case médecin / radio, mais maintenant j'ai des feux d'artifices dans les poumons. Je pense que je peux faire une croix sur ma journée de demain 😬",true,"fièvre,toux grasse"
at://did:plc:6aa5hy42znp6ucighubpqlos/app.bsky.feed.post/3lbnccq3zm22p,2024-11-23 20:08:50.281000 UTC,Attrapé début octobre une semaine avant d'aller me faire vacciner. Fièvre pendant 2 jours et extrême fatigue pendant  8 jours. Ça pourrait être se nouveau variant ?  La dernière fois je n'ai eu quasiment aucun symptôme,true,"Fièvre,fatigue"
at://did:plc:6ap6py5l3jvktl2cq2xupwlf/app.bsky.feed.post/3lbcwwxazns2h,2024-11-19 17:18:46.588000 UTC,"J'ai 39,5 de fièvre depuis hier après midi où j'étais au bureau.🤒 Aujourd'hui je suis en télétravail je suis privilégiée de pouvoir en bénéficier... C'est plus facile de gérer la maladie chez moi qu'en réunion et bureaux partagés au milieu des collègues 😞",true,fièvre
at://did:plc:6be7rqdwqoqrfer4iauk5woo/app.bsky.feed.post/3kjol6mtpel2w,2024-01-23 22:15:38.006000 UTC,"Cette aprem je faisais du vélo. Au soleil, une bonne 40 km. Pas de problème. Mais il semble que j'ai quand même choppé la grippe de mon chéri. Dans moins d'une heure, d'être parfaitement en forme, au forte fièvre, courbatures, frissons, toux, maux de tête. Incroyable.",true,"forte fièvre,courbatures,frissons,toux,maux de tête"
at://did:plc:6be7rqdwqoqrfer4iauk5woo/app.bsky.feed.post/3kjol6mtpel2w,2024-01-23 22:15:38.006000 UTC,"Cette aprem je faisais du vélo. Au soleil, une bonne 40 km. Pas de problème. Mais il semble que j'ai quand même choppé la grippe de mon chéri. Dans moins d'une heure, d'être parfaitement en forme, au forte fièvre, courbatures, frissons, toux, maux de tête. Incroyable.",true,"forte fièvre,courbatures,frissons,toux,maux de tête"
at://did:plc:6buevgtqwz2pdy2jafyxjkhc/app.bsky.feed.post/3lgrrjgy7xs27,2025-01-28 05:57:38.818000 UTC,Mes étudiant-e-s bénéficieront donc d'un peu de répit : cette sale grippe m'empêche de faire six heures de cours de méthodologie de la recherche aujourd'hui.,true,grippe
at://did:plc:6eto5ci47adiwyoibsvtoba7/app.bsky.feed.post/3lfuxrxg7c22i,2025-01-16 19:02:34.528000 UTC,"Alors, hier j'étais toute grelotante de la fièvre de la grippe et j'avais zéro force, donc j'ai passé la nuit, puis la journée, puis la nuit sous la couette. Je me suis juste levée pour sortir la Petite Bouille afin qu'il fasse pipi et caca. Et pour manger une assiette de couscous bien épicé.",true,"fièvre,grelotante,zéro force"
at://did:plc:6eto5ci47adiwyoibsvtoba7/app.bsky.feed.post/3lfuxrxg7c22i,2025-01-16 19:02:34.528000 UTC,"Alors, hier j'étais toute grelotante de la fièvre de la grippe et j'avais zéro force, donc j'ai passé la nuit, puis la journée, puis la nuit sous la couette. Je me suis juste levée pour sortir la Petite Bouille afin qu'il fasse pipi et caca. Et pour manger une assiette de couscous bien épicé.",true,"fièvre,grelotante,zéro force"
at://did:plc:6hjkhrgwiv3trbv2itcd5ki3/app.bsky.feed.post/3liajvk3bys2h,2025-02-15 20:16:22.486000 UTC,"Je vis mon meilleur weekend avec de la fièvre, une toux et le souffle court... Décidément, ce taff m'aura eu jusqu'au bout",true,"fièvre,toux,souffle court"
at://did:plc:6hywkoayhqgwbyx4koxxscja/app.bsky.feed.post/3lebzew2ars2s,2024-12-27 12:45:17.707000 UTC,merci! 😔 là maintenant je fais de la fièvre je suis finito,true,fièvre
at://did:plc:6hywkoayhqgwbyx4koxxscja/app.bsky.feed.post/3lh2e6elf522n,2025-01-31 15:52:46.205000 UTC,"je vais manger les 3 derniers chocolats de Noël, c'est la première année où on met autant de temps pour les manger (en même temps si j'avais pas eu la grippe pendant presque 10 jours fin décembre j'aurais pu les finir plus tôt",true,grippe
at://did:plc:6iia5llpuo7urdr55ljhhhcs/app.bsky.feed.post/3ldwbl724wc2r,2024-12-22 20:40:01.541000 UTC,Vous aussi  vous adorez faire 7h de train avec 39 de fièvre ?,true,fièvre
at://did:plc:6ikvgk2kb6vhacsxtjm67wyq/app.bsky.feed.post/3kc3duuhvgu2t,2023-10-19 04:47:56.767000 UTC,"Souvenir de Didier Haudepin : nous avions rendez-vous et j’avais une grippe de tous les diables. Ni une ni deux, il me fait traverser Paris à fond sur son scooter pour aller chez un pharmacien dans le 15è qui avait des cataplasmes à la moutarde. À l’arrivée, j’étais plus fiévreux qu’un samedi soir.",true,fiévreux
at://did:plc:6j4oe6rvm2flkzb3yh4wgj53/app.bsky.feed.post/3lhyf6vdcok2l,2025-02-12 14:30:49.652000 UTC,"Jpp
Je vais bosser jusqu'à 20h avec mon nez qui coule comme les chutes du Niagara et un soupçon de fièvre.
Et là j'ai un·e élève qui n'a pas fait les trois exos que je lui ai donnés la semaine dernière. C'est long.",true,"nez qui coule,fièvre"
at://did:plc:6jfx7xnmjwa3xckt7sji66ie/app.bsky.feed.post/3lknysjiynk2g,2025-03-18 15:38:07.207000 UTC,Il n’y aurait pas des cartons pleins pour bricoler un escalier ou des cageots en bois mais bon ko par la fièvre le bricolage c’est moins tentant ! En attendant surveille qu’elle fasse bien le chat pour le guérir vite.,true,fièvre
at://did:plc:6jlbomemyco4izyhgtjsmkas/app.bsky.feed.post/3l2macykgmz24,2024-08-26 08:04:10.190000 UTC,"dites les autistosses, ça vous arrive d'avoir des périodes de quelques jours d'épuisement total, où vous vous essouflez pour un rien, ou vous avez mal au crâne, parfois même un petit peu de fièvre, et où vos médecins vous disent ""c'est surement un virus"" ? Ou alors c'est vraiment juste des virus.",true,"épuisement total,essouflez,mal au crâne,fièvre"
at://did:plc:6jwffkr5uxufylbqbuqjx6td/app.bsky.feed.post/3ky4eg37qx52x,2024-07-25 13:44:29.473000 UTC,J'ai de la fièvre et on est même pas samedi soir pffff,true,fièvre
at://did:plc:6k3s3dru7pbfot5y3cjlgbgw/app.bsky.feed.post/3ki7w6gyu762h,2024-01-05 08:57:14.242000 UTC,perso j’ai toujours hyper mal vécu la fièvre dès que j’en ai je suis comme les meufs qui meurent de la grippe espagnole dans les films d’époque,true,fièvre
at://did:plc:6k3s3dru7pbfot5y3cjlgbgw/app.bsky.feed.post/3ki7w6gyu762h,2024-01-05 08:57:14.242000 UTC,perso j’ai toujours hyper mal vécu la fièvre dès que j’en ai je suis comme les meufs qui meurent de la grippe espagnole dans les films d’époque,true,fièvre
