ili_related,symptoms,cid
False,[],bafyreidqpxhugc644x4ii7us2f6bc2zvmv2wwoju2q3hh7mi4bb6maynke
False,[],bafyreibzjnrl2ghphpseucxzvcpkcdyyenjupiyijyjbg7y5awheen7lni
True,['fiévreux'],bafyreih4u62gjhnwggvbx765hy4pxyzsbakngxj3pk6rbsqu7baukhsr2y
False,[],bafyreiaozxpbe2f5sbjywm7zszsc2odnslyha44gx6dvic3dxt3wfrfta4
False,[],bafyreidzlvbnxtqkveljay6zhqfvw46kibcxjcr5a35dg3ywyvf4btl4q4
False,[],bafyreibswzfglrgoq2nqamcookojll4a5bpxv4m7kgpeeyklhinclpiutu
True,['grippe'],bafyreid3zarlhiojjqofuevixjfscmg7o7ytwjyptinsw4xdfjkhwv6y5a
False,['grippe'],bafyreicx4n4qny73lgyorh7im2vsyais3mphiabqa56xm5a5y4yylpd4rm
False,[],bafyreifkbvmyvdpfy43dwf3go3hjfezqqcyikzxd7or6ebcavus54wsyqy
False,[],bafyreifrwrcl6wmefw2htz3j4sthd6nnwggni7byyl3fsh6sp7fd2ceoca
False,['grippe'],bafyreiecmmry7ar5wcjxd6x25thyb2qbqdpc5ojukdzh6frrl4maoee7u4
False,['grippé'],bafyreiavo364nmpsy6qkja7k4o7u3y4h3gu32awyotbjgo2pxmtbzbhyya
True,"['fièvre', 'grippe']",bafyreie37ipvbuvje55cqozuedzf7obsqsmy7fq4j6zpnfvmiuprsqugki
False,[],bafyreihi5oep5pv7fihiqumwbagf36qho46qkohrnurumxnr2vodkxlm4u
False,[],bafyreiaamgvacwt27gqwtthxkp5eg3pbmzueaqi4kx5nbrgo4kj4mjgxsq
False,[],bafyreiey7mexlxzzmalokwdilipz3c4a4gqoul3nvaiftkkuov6rhythmi
False,[],bafyreifvw7fcc5t2t7eod7t55v34qrl7x2tfoja4bp53m7twopmw6oex3y
False,[],bafyreig4xspuwcy7mihlcrt674vcfppsr55335u6mlsd7n4ac2irjac5fa
False,[],bafyreid7iktsmluwaipy4i3pfyb4rfrimiomwvoqc26iskvgttvbzw3odm
False,[],bafyreihbonidsiueyruca3db6rosh4noipshqowrqfubh44bpr3chhmrnm
False,[],bafyreiaxoi24jxnl2iltlswgpqdt3plxheaqf3gsnjkuplqaw6yvi4sbba
False,[],bafyreicqpk5fyri5ofhyqwrbbipgkla3rb57redf27axmdmumvlymxere4
False,['grippe'],bafyreibhsqoxjl22o4zp5kc6qkviuclis5bb5qn4wgxf2enb7bgplunlli
False,[],bafyreiatn7roep7cwrqraztf3rtmygpu65k76t64maznropqxzf6xacbym
False,[],bafyreifxe4axk6ooqzu3jcmaa7edv2rylb5t7wvd3dlgxbnsow4qlk3btq
False,[],bafyreic5bsgs7t7rwby2qxd4znemf5yy54mmldlbdm4gcbtyajww3exxdy
False,[],bafyreihxsczbsmacv5djmtl7kjh6aq35oginu5i4v7xc7zev45ia6yy2qm
False,[],bafyreihdt55v3jhjqallzv3iee4tr5iifotcoirwe2dx6p5u2fldtsmwve
True,"['fièvre', 'la grippe']",bafyreigq5jgb4rmcdyht75k5kpuucykkxyh7jiqokp4hgbb27raozm7mvu
False,[],bafyreidly36pdtj5cfevnjnjexgizdtwqo7resk4f6o4ksndxe5jbvkl5e
False,[],bafyreihqhfgj6xcwjuv2pokj4s6t7nyd3homn554z7gvqbbldmuk25jqza
False,[],bafyreiciqaq7v3lfgs4wncg7xit6a24qxibyojzzwfwuc2i67ow42jen7u
False,[],bafyreiadps3xnw3ounu4knycwvkclwcydfiqwnu2hxweco47prkv4b36za
False,[],bafyreialssq7es2jrhabcszbwkhbvcahpkh4q4i5ugo6q2mb7oyfttqc6u
False,[],bafyreigndosujhnbld7rvtigtilcdtd7uhj3mthqpikag3imkslabrpvfu
False,"['grippe', 'burn-out']",bafyreihytwqbfcja45i234p3obb7zffcp57f6gmcapgmogyuj5mzqpzqyy
False,[],bafyreicz2ugjnr5oc4ft5bcuqyadw6qkkw6runbudgdlvq4nokbltl7tzy
False,[],bafyreih3zd2jobmy7udtgk3ob7ugtsprmplzyq7ppshfcfhia2gvtcznmm
False,['la grippe'],bafyreiaw7hyqdhve6ygtjchsimwcp3n73iiunzbkx4guss5xr6y6cxmccq
False,[],bafyreihoimepoaekm2h2xvflusqiomz5a2r3d73wgy435obtngd3p2pzs4
False,['malade'],bafyreidzc7ql7twtgcjyaiq4fl2q2sekdy75krksfmzr7ua7htz3pvroby
False,['grippe'],bafyreiangx3bufywkxikom3xum3ydudghwaf4fhdmhl3m7pifh5ml773rm
False,[],bafyreigogiueh4ptqm52tgw64pbka52frn5nyosngr6k5ic4zloso6rlnm
False,['grippe'],bafyreictj44p27xqcvkpgq4jlu2ozleetvkbodp55caes7c52kz5zxrtp4
False,"['mal de tête', 'grippe']",bafyreic6hj4pfyqwdy43c4puv42bam7km3hsi27bjq6tcoktahnelt47ia
True,['grippe'],bafyreifqw66j42ji5w4pfboor7xtcqfksmra4vr66j7rueol32rmytfcfm
False,[],bafyreidqsnfljqsh555kjvefiu3dkfwcesm3bgzyjqioh74kx6ymlorvzi
False,[],bafyreielqmvddomz4uvvxd6ssumstc4snt4xpyrevu5debcmf5uwa5dkoa
False,[],bafyreifoqxgfqk2fdkg4maowdzj6msiehuz2kveowwgwwolnqfh666jcqq
True,['grippe'],bafyreif72to5z6z5azlbhc5y2tiblst6ijpuz4hltjw3ntotwz4j2h7sy4
True,['grippe'],bafyreichbjgu2e3zngutw52pr3v3virrjceayl5tzrw5l5ajc6gcqojjf4
True,['fièvre'],bafyreicjfpnud4rnx7a43zwboewrfeiokqpb4vjwaq6ccskpvr4hphy4ry
True,"['malade', 'grippe']",bafyreiae5xauhqmsnuvcg6qgv5nhcr3pl2u35k2yrmgn67rd4o6xguyhsa
False,[],bafyreic6lkqujzzofxyztgxncb2gbuyvffnt5xqyoq7r6tllepzr5egq4a
False,['grippe'],bafyreid4szzrhlae2pzwdgb2oicsbf77yr4n6cq4zhoor6ggzfvkupiqve
False,[],bafyreif6idicpoh3sel6murrjuddwgwzzqnzcfzz434qvbigesaqnbgaiu
False,[],bafyreigxh56sgjq4qs3w5qqy5woybovtu7a4zfilousofgloz5jarx7a6a
False,['Grippe'],bafyreickhw7iknjwa6bibetux6bucg2dz5f3aoa5jvwnawzogwaqecvkbu
False,[],bafyreiemy4anko5eqrfjenfo6jfcdvrxr54ezztlmlcp4qw6p7rnkgqe2a
False,[],bafyreicif4mohlfcwkpffe6ua5hidgrsat2yi7smrk56s3lznfpwhcgdxi
False,[],bafyreig7ws7nxhtlphy6yzpah6q4gexxs4fgknwiabbie4mul5ppufm7xa
False,[],bafyreihgdnbdoytcqftmgumxiiqkpimprocxjam5vvint6kzj54n2due7a
False,[],bafyreiautorta26iiw34snsun2fqxtz5l67nkwfouvvls6tapjjqhoygwm
True,['grippe'],bafyreidftxcuqgiqvgf25w4jm4hmh7jbnxk6ebz2usdqz3zskfq4242i6i
True,['fièvre'],bafyreideyiysctqbp2beo2bbrvho3tcq2yoemke5ddrlhu2biat5gm6suy
False,[],bafyreiby3uqv34fp4xyhavdamn2frp2mo2qvi3ad3r45jrm2ft4kbfwsqa
False,[],bafyreic5pegnrqdp46ou5wwhpdiguovkct5hyar7dhd27iyhrfefstybki
False,['grippe'],bafyreibkhoibizsw5vs75qh4rhtavxvvcbjri5ceuwwrsbo4qtostj3foi
False,[],bafyreigfbqqgda46uwyobn3lxvwkn3i7bb5l77c3vvxnwudiiao25w7uiy
False,[],bafyreiej6wjzbe2zfpli6eovaldfq42gn33zv4qvhuthoj4a2qipaorwpm
False,[],bafyreibsybk662wldqleqybk7jcinwjafgm47anq3quaklb7mwwgseiglq
False,"['grippe', 'sinusite', 'bronchite']",bafyreiesf5ejhlg4nnqkor6x7pbv5vg6zesdwbo2smg3sy3md7gevpz6zy
False,['grippe'],bafyreifisaylkxjygpbjwplqlib5jvclepsaw5rjpfwde7i6rzhwdlg6le
False,['mal partout'],bafyreifpltkae53kp6ggpknor4v6dz6a7riss76jxyjnlqkvuyzobzqp74
False,[],bafyreigvwmhvxdczempdzkujwe23tof5uxck4j73h5hlzq2uegyhbj2vy4
False,[],bafyreihoerhjl5z2ekebyixnfpl6wtgjmfezrskgedcdptksiyfz4pcavy
False,[],bafyreic2p3abhnhh3qtdphd2kmu6g27onp7fpw3pwl36uluo2455rh6jva
False,[],bafyreiaisbivid6apzr6jzp7za3wnwj2snk6x2qniv4fcwjze5rtulvovq
False,[],bafyreict52vvkiwzb5xd7h6mdtk7dsaba5onvel2a35vdbx7l4gp33yioq
False,[],bafyreiadtc7j5l3ttu6tovbxczm5jb46qrykno2be6qbywjh5ku6sydomi
False,[],bafyreibeu6anjd73f6nubxvbxwak4mwhcthluvcujpixm4nqdfcl7jryae
False,[],bafyreihn4sxpnwjn2qje3vernzc2z5tzghirlazcxuoipmbzdxblwrb6ra
False,[],bafyreifhrgly2t7cq7uowaqjvwgxrfvp6wzok7yc7gn7hvp7o35aup7zja
False,[],bafyreieyl56lbb4z2waxzq743amfywvrg7474rduvj533bsx4tl2pf4nyy
False,[],bafyreicxmkxvkfp7523ozgdupub47msjjbluo4bdlceziv6gj54pc4uiqy
False,[],bafyreiaexy3acnwnyhngfxqqiz7ml4d72tlwsyffuzbyaslr3snv4cvbhy
False,[],bafyreidczmhtmsmnv2yxfnachqwhssxr4rdd2le7zjt57p2i75464ilkfq
False,[],bafyreifhmzce63vt2vej3gzh52uo2doy6czayctethyrk33atlbrfw7ui4
False,['syndromes grippaux'],bafyreidj7tx47akor4wwa5f4fzwt73p353ka5x72inmz4ya3iiowoj7qni
False,[],bafyreiesfvrhvcidtsx72etlr764hku3esmtkawufyckz5rfmmxovl4c3u
False,['grippe'],bafyreihvkfuq7d5xwzaavg6jrutmtlmv5esrtkysnn54v2hgzgzaxwt4wy
False,[],bafyreigwkpwgw3ov6kwtrpjelai2dzaaanqlnarmmqpuwfkvkhm6nf4tui
False,[],bafyreicy7kv5azbenub77qnatm376ic3p5exmoz6zz5zj3tyhelzfsu5oi
False,['40° de fièvre'],bafyreibboua5vgjn2xdsztry5phnplpiepaivt63akyyiuli7c4x5titnq
False,[],bafyreidgbkx646zwpr6tpy6c6cjxycgwoastkofxmxc5aonknejh7vbmzi
False,[],bafyreiaxeiuctr35vshzwykwmqw7kzjxcpz3avntdfkn3ffqxrmke2jjem
False,[],bafyreiblsbpdze6dxlzg4rlmbfe5ar2szfv5voqqgnyy3rcwkanrstx77a
False,[],bafyreihwibzuo5ca76bvonx6534ityqjmrgnehu5s366gqhrkcxxfkahba
False,[],bafyreiebefi64orwiwl6vj57b5jnnkue22fdgxtghf3m4vunihuwc7uv3i
False,[],bafyreiae3fipz2gggjwmzwkgzakmn2bmbxzvu2iea6ys3org3kw2jkohze
False,[],bafyreifmap5qdrilt7svqyqi2jlroo5fcikdosukszeiws7kd7tzli4zfm
False,['grippe'],bafyreiej5ckccn25bb6x454e6fdxp3yqrmgbab5lswidlehugwi4gu6h2i
False,[],bafyreibeox5nnzzn75yuaqkfvjvhs3ui2ermtm7gc35avyrniiea3ixpk4
False,[],bafyreiad755ok2bnc72iejqlit452pl26omcmpszfq2tnbbbrycow5sloq
False,[],bafyreigz5qnj2nn67mnomihkrejlxhbesqwhedzxggj6ifdyx5if4cxqaa
False,[],bafyreihd6k2nlb4xb6drwm3o2dcx6ek3ch56mbf3llse2qlvltu6ojn4d4
False,[],bafyreictzdivrjsrcf744qegohzslcgwyflywyora3newnsowg5tgeda74
False,[],bafyreicjqu7rtp6wlyd62tf5ebeom4agwfxk4gyaqzl7j4cq4odranrazm
False,[],bafyreic6jldqpbd6h2dtwy6gdcswm4yzrd46vcr5iagn3nykeuce4xgwhe
False,['la grippe'],bafyreign3hknct2taqcjvsm6aba7brp2i2svnc627khppvbzfe4xjkvv5i
False,[],bafyreigxbzwecgqqq3qrtpuqhovvmir3g7pacderjzfb6jmhqxrfjney6a
False,[],bafyreih45cnkofwdd7h42c3ndux222u3w2bshsl6w3icrhxh7ryuoegvlu
False,[],bafyreiempasbcnsiyx4aa7khkjg5p3tr6hwzxrxptlwt67k5fnnn6n5mru
False,[],bafyreigl3gqttudw4mi6srcdy4xtxmrl76z5vcljyeoxntrtir2acrz6le
False,[],bafyreidixufqtnjr7p7f5y4v7pt34gackrvdm6jdhxpcvlszdod5s3bpna
False,['fatigue'],bafyreia5k65zfhuxt2dr4kiscnk3qjsldvzktnv44rkip5vrel25p7f4su
False,[],bafyreihymbqy5g7zrfxr7bhqo6m2kocfnuplm3setprqzvgyclgqmt2pt4
False,[],bafyreigml5zffeekumtysd36wckbeeobshxlht5vyaqwkpbizuhglzkxay
False,['grippe'],bafyreifltdkbxw5qxjf65rmd3i37z5uzfxi2hzqus7rsu6d5yncxq72lqe
False,[],bafyreidkx6joncxhwjwsmuxlmqdp6y5p62qz5t6mszpaukzbvv3ek3kquq
False,[],bafyreidsyogv2mhkqmgab2xvy26ceh3rjelnqka7dupzacc2uxidm2zl6i
False,[],bafyreih5spgil63cnlu2b5h2oz6hjyhjdl7hd26vvzpd4s4jfvxhy2lmc4
False,[],bafyreih3bh7jlettpvi4j7h3jqrzsxyrdlvzkbr6wf3wgwm6l3dpt4ooem
False,"['grippe', 'gastro']",bafyreiegt3r6k377kp2jqcg7o6yrifo67cdk4254leennuazi65fn2nzcu
False,[],bafyreib7enu73ot3akcl4qz62s6y3vsbhhjdy3h2ycqe4wvteecwir4pl4
False,[],bafyreifta5jarhrcg7yt7q2i5c4uyikozxkrtc4hjjis376onhibclfbia
False,[],bafyreihfsvrmct5xdgvzjen5q5etaisqhk43zfcvyeif3ku7bv5v6dt25a
True,"['grippe', 'phlébite']",bafyreief5gu7kse6bknlr3ocqlgxs4jzwuvfvxnb4plldwomwgnqtwq6ce
False,[],bafyreidnfala2i2yqkeyy3y2efosieiugd7ruftchier4tcvf3sxe5oeuq
False,[],bafyreidybetycejs5rtwkxiqqcyudljaknp4wd3uki3gro2nofmte7cmr4
False,"['covid', 'grippe']",bafyreibbcgp6cn44a55gz6c2d3x76cb6usg2pllskzhva2c7ubhtbskzna
True,['grippe'],bafyreiaswgfztznkhiiuekcawninxxoo5g22d34jeajdvxflmjgorzs6pi
True,"['grippe', 'angine']",bafyreig2akgixtlw6zsarmiydh4g6yinr7ejbrydug63k7vdvnzdoftsrq
False,[],bafyreiahmbl4gfceua7swozbjtgg6ggoitibhzzwps73s5qpdt6vabltde
False,[],bafyreif4tb55nz6qiypos2m7k5yi4w2gtxud6tyjhfk6nyjl2qf7qbtlre
False,[],bafyreidresxoqlh2n2ob6v75i5wjm3phgklmpv65ncpofrqz7j4ao56xz4
False,[],bafyreicri7zxdqoktuuusltxbda67tgnjh5n5yqqrel2vggi7aepropagq
False,['grippe'],bafyreifskzyctavd4hibxhhbnps4q3lyftpyenh2vxs7inrbexxfnb6n3e
False,['malaise'],bafyreia623hpqgxrft3jqip7hdhik53gkzkl3nsviy5rffowny6pqn5lwa
False,[],bafyreifsknioc4is4alfbvy7dpwdlfx36bxiwmhx45qn4x763g7d2ku66m
True,['grippe'],bafyreidbbl3l2nfv26b5ykmtyf4q6pto2mhf7ihc2uetdhlovhtqjbqpu4
False,[],bafyreigq3fgayjw2qflnc63sp3u4s4q7gtzdv2cirxsnzuhqyyfzvczrum
False,[],bafyreifbx6yma2zw7ke3drdidlxvjflf4w3ksjivexp2qlycab53ew2v6i
False,[],bafyreibecg66p54ojk4oj2x5iy7pjxc5lmfpye4iihix7c7hpq3v7kwa6i
False,[],bafyreihre7ramgzc5cb7csltv2q2py6plh5enzkkypfg2gmsucdfirvmqu
False,[],bafyreidwrbhnuuee66u22xgaizaxcqpq564nc4emjtldvx656escsz5ihq
False,[],bafyreiejovjjyiskgqcinpoy3zdznwqaovozaeqpway6bs3dnllo2bzniu
False,[],bafyreig7bcxiadskj7xiohachrz6t4qmr2ys5b6mxinfgc6lsm7inub3jq
False,[],bafyreigf3w4nd4ryom2x7z4jmooliyexaceebtw3fmxpzaon5jbir2asgq
False,[],bafyreietlaznb27pccr24a6dfbsu2uvjtmxciw4folfjhsogecnesezkbi
False,"['grippe', 'phlébite']",bafyreidvsiy6pdrfiowkoqdxx6ivqiwv3dvdj44no4tvick3eobthse3hy
False,[],bafyreidfqaxsfjomi35qfnhnfcw3hkoxpeqzcifbvqcpof3mcmeholu3hu
True,['grippe'],bafyreiekqtqakgjo7rjlon66rfb4iluiihzhlc77ed6jsyjr47ppnrdir4
False,[],bafyreihpbn5fglfl65xwatu4vfjx2ed4u3qt3bi5mws5pxvulqokwrfthm
False,[],bafyreieu2saleedl3hbclsshuz5usw5o5hak45frfvyha42g74q3l26evu
False,[],bafyreiabr57nirfmgu3ti2chvz4jwr5yrnmqmztqmla3cbtwar4k42y2eu
True,['grippe B'],bafyreidceq6gmsi7ebutr3vdd6pfxafnwt6mgvli3xb4wxxhz2tx4u45la
False,[],bafyreigpharuuwfbaf7wxgnpbrpfefykiptl24lx6jszrizfvhrvx4pvou
False,[],bafyreiazmjhjhogzoldnrsiiefhr4kq567hivsycafa4fb2w4fyuzjvz5a
False,[],bafyreieslwi4xigob2fvvf44jl4f5ad3l5yreo675fnmvib67l5fnbsh4a
False,"['grippe', 'sinusite', 'bronchite', 'asthmatiforme', 'gastro', 'règles', 'froid']",bafyreidxnmi6ptpbvaznmrrm6ddks6ceaugnwaodt3yjf6rw73pveel24q
False,['fièvre supérieure à 38 °C'],bafyreihckmuuoyjxcbfcjuhvozo4nxd7imyanej6lbvwcgr66ldkpp3nzi
False,[],bafyreifnqpjrbnnwohk7jldneodjzxxz2mu3gluidlol6cg3xvlbjlo2ji
False,[],bafyreieu5swehyqmggvlxkew2acrnri4h4g6lphqeki4ibpy7s5cnyhmsy
False,[],bafyreiej62zeokzskug5ozrm3rxydq3gnwl3qbjndzq4vciwy5obcmdtd4
True,"[""grippe d'homme""]",bafyreig7xg3lb5ijx4sfx3qwhxjlorw32hatu5hxokf4nfa3elnui2qq7u
False,[],bafyreiejnrjcm6yhimkyow2uhheezyldqtm6kegniw4d6x2th2uijnerli
False,['Grippe'],bafyreiej7z3e2x5xk3bh5n5unv4phpoejmkum6g5fwl566hbyq77yis7xm
False,"['hallucinations visuelles', 'hallucinations auditives']",bafyreifoiacx6meljo53ioasf7opsgmcs3lc2yi7fache5vc6mv7ysf7nm
False,[],bafyreibkv26vh3yhuaxsbzd53vqj4i5mjq5fdkkze2m5474u2ywfludhrq
False,[],bafyreia7lsttew764ruifbgclssrapei7oxtknt62igfi3zsqqlpqmrn5a
False,[],bafyreietli75regshmslsok3pruwerwujsq6d4tg2vgnc5h6wiwnzusc5q
False,[],bafyreiahahqn6ydg6tukv3qk4bkr7qke3xcpngacelwhuxb4nsrwa6qaau
False,['conjonctivite'],bafyreidym33kohpu6xlpvluq2ojgkw22atkcpwt5taru4i6w4sm5ps5oyi
False,[],bafyreifih6uutmzdvoul6kffnooh3vwl34rrqspn5yhro56ji23cv24f7i
False,['grippe'],bafyreihtw7msnrtnnwwe2jwh4lwwmuyk3fhpqmpy7bbhb7posmwskgbhhy
False,[],bafyreicwrxxat2vemytsyhtnpl5yi4a7udigebsf5s4qe6ktoocju6qcmq
True,['grippe'],bafyreibmybiqpwb42swcsre2c7nxhxujzn3js4sip4igxtqdvzoik7cyta
False,[],bafyreidwtfqdup5vmuo5bsifvcievraysxng2frhidg4kf4qkpfmjhreai
False,[],bafyreifiykhhiw3ty7653htcr7ipa5j4iur5mcjbxawmiobdpzgrkxpfnu
False,[],bafyreidv67yxaauhmpk5rbjolzro4wi47vwxwf7t7taaiqeb45vkvg7s6q
False,['grippe'],bafyreicvqxn4ba7xp4wh6lv3sdil4kkr6t2njc7tlmqvbue3dnyp2rm7qa
False,[],bafyreihyy5lkvblrbzpnhyhrnc5tlludzmn63ixhe5d4lov3zv3sdtrsre
False,[],bafyreif5667dan256qx3sce53nl4qvn4pi4elworinv2px4yufmhtbrwpm
True,['grippe'],bafyreiesjchkoykm6ybdmhoj67ookgmgbacngojl4ozzao3y63pj4a5kce
False,[],bafyreih73v3tz6yzwq2tpras2z4vpwovx67h5nymim2k4xfrgffs5chl6i
False,[],bafyreicv3pmgdjgbknzznf3up43rt4wjw2rj3qnnu6cb7an4ll6jgo46xy
False,"['cerveau est plein de brume', 'grippé']",bafyreife5zxqppuzod7icpmyhuywjo6qq6tsaftwsvt75hy7724grnjqrq
False,[],bafyreigi65yzrqhbjhd5pbyc2mrpkzcvivwkz3kv5h3ixtpcpmjydqfe4e
False,[],bafyreibylwi4gkzndtdtqr42ssbzzlovs6wivyitlanpdqpzwpvtksxptu
False,[],bafyreig2vrv4pfjhyqtbsyqwhzen3gtfrwdt476i6srle3gldu2x4yhvue
False,[],bafyreiaed7mc3znz576pqdvmeh74xrln2qh2q45ubwfrqcrj2tmpsn4mau
True,['mal de gorge'],bafyreihkfctvd5l3aitke3w57dp2hetue22bazwzd7p2ybp3mfhuau35ii
False,[],bafyreifmo4d3eldv7pey3zzc6tlwdzkiwmdfuklb4352w3gi2nn52oo5fm
False,[],bafyreibhc3n25lps4w224r77myjnf4hhjoxono2g7kduxzw4fgneb7dq2e
False,[],bafyreiaw7ewuwkvbspqnshpap4akdwuk43wbzcenjvirwqlrxbehck2vcy
False,[],bafyreifvhmi4j3p7tw5t3r2scozvxuzv3yfcrc25g5td2obtjl53dhhq34
False,[],bafyreieosorwltwgzop2uf5r7dmxfnrbmsj7gcdhojqsn4ur4xry2xe3wm
False,[],bafyreigd56jpa7qj6r5jzwgoujet3rui4r25smbpocuhpqy3d7pomhabzy
False,[],bafyreiejdbn3nrvqjw4ww72zyyks5rp47mv76zzss6hzlalrbouous3vv4
False,[],bafyreihthbd5cdpcee6352wgbfcphj2szs23cuwh6lft462x6ap57pomoe
False,[],bafyreiezfbqcn6gfsphlb24p4ynvtcfpfdg55rbhi7leiq647r7udgxjvi
False,[],bafyreifcpbg5mxr3z7ld3t3vkav42ce7vurwejm2aei2iz2hgym4vsqewa
False,[],bafyreifbfdfhsad4rsd65ozdruxhb6mliilqmu3ffpzl44zkihja7nhp44
False,['Grippe'],bafyreibhuai4h4y46yafdu4grlj7mbju7ylthtwmozjnmaajlstntvw42u
False,[],bafyreietvfbmsjq3tp4f4knui6hzr3gzdaml5jchxtb3ntyasl3yjq6vpa
False,[],bafyreie5nwlsabsw3ey3klhxpzb37hpqiy6qw7aw3xnwr2eefyipmgi4vq
False,[],bafyreifiupyfaxknzv6h6xgl6hm6ngbvgu2lcyrstum3mwf7vleme2n4ve
False,[],bafyreiaw4vibm5bhxg6urxvzosudwb4fhyqoalcja5vzsazhwtpff2cdwa
False,[],bafyreidemz2vighllns725k2h5rt4nns5knlltb7uq6zmrsxnbqk4xvw4m
False,[],bafyreidvw4ivkr2fvsnbergvkreyuzjr6qmwez5sigqtuvbcl5hcpycvm4
False,[],bafyreifk4zhg24zdvcmd4hbkeyuvl6txclran5f74egownexzzvxwlxhhe
False,[],bafyreib2r63ti66zwccnri65htqqpynbd4rf3oomk2sn7odhn664zfhveu
False,[],bafyreia325gdibtjmtpeqckfvajnwvktjpnmkyswd5yef557yajakj3eiq
True,['grippe'],bafyreig3pzvcod2y7owc7rkcab3cwka2yk7ie6j6vynoklkwluqkjtttxq
False,[],bafyreiek6p25lo2oxmdb5a6fopz3yp5dfuxqpuj35ymihzf4c2rrj272um
False,[],bafyreicwudd2yqst64tv5fcwlg4n6ao7xabeugzbp6jmqmgw5kjulns4we
False,"['Covid-19', 'grippe']",bafyreicwaagenoqndbpsrcoiq3rriz7ntw265wfn47dndggo5lomp36pxu
False,['grippe'],bafyreid5ktq7yyzshcbyukqz2ui4p2yicglac3ccnmgwgld32zvpkdprki
False,[],bafyreia5sovdimfgrxrm3lklqsid4lcro3uwfzqkl73fxlen2vz2sskqfm
False,[],bafyreihihapdcb7ppbsrcqholmqg6rokchdtn53gej3sbdcti7rfhtwk6m
False,[],bafyreidpxxio3msnwnfveellqomtyfzdxmzqqz6hew5n6ccrrjwncx2gxe
False,[],bafyreig6lqe6fyu57b7vde7eehwyp5xhsreim5fm6r25hyvc4gxwefdxs4
False,[],bafyreifpvsradq6vof3jztixuoiocsucgs46rjmkje7isj7dfywuut2wgm
False,[],bafyreif4cfx6k7o4ktj5pod3ghl7t6iotb4xbdhknt44jn4kn527eopojq
False,['grippe'],bafyreifb5v2wtchzit53rlaybn5qshvwzkynoh2iqx7luywfhaxtb3pb7e
False,['grippe saisonnière'],bafyreibrvgtef7gdqsoj6rq5alopgfpin33q3munco6sns22bm6ibrw54y
False,['grippe'],bafyreifsnpmryygiouyu3warwt4qrov6vsbsvs5mp7kc2dzqiba5qzadfi
False,[],bafyreid3v4noyrcsuquc4comtxevbctdbmmom2czc3mssuzubynaldmfzm
False,[],bafyreiauxqib3oykkhwfqvr637zrk4sbhzjyshj4mm3fx5p6gvkg5g6tni
False,[],bafyreicgg4jeo4bzyhmo2pwghy7lg77kv6adswiiifgieq3uyr7zm3gjei
False,"['Grippe', 'VRS', 'Covid']",bafyreiflu755sqwcd3mgim4pl7rshh2keci4264cq5e3zfgfembpoox25u
False,[],bafyreibehn7whhnchfw2xxteb5uveodz5gueomisxwxif7izo7rriewbmq
False,[],bafyreih5krpddow3citaveht3d7o6p4iyavr3k266dpup6srmjo6jm7tze
False,[],bafyreidkxgsgjmid5pacaujdsk4zu455ksslkefatyovdmgihlskxjogey
False,[],bafyreifq7u5diqy7u2yecsetv7fuzi555icyeiyci6vjr7iisqaaqeieii
False,[],bafyreidncuhf77vab25wbderlywdedgjf5rfcdbfnsllpixhbhkq4uj5v4
False,[],bafyreid2bad2ijfm4lmargy2dzr4gd6mfeoomvvq5ams7qdjcgt76osyoi
False,[],bafyreib3hzdpxmbjocfvijvf75zqzqj65iih3xk4gjqir24ywijitjblmu
False,[],bafyreif3wqeiy7kgs4nrw7fevgc6xylptbqsslajx3fcfcqeq7pp246nea
False,[],bafyreicb7ygs322bt6uacc4l3sgrc444bgxsdcf4obb3iyx2ilgjgusnqa
False,[],bafyreidssintc2p2rlmihjmq4rryaeepz4oy44wf7swhtsl7jasg6vrw64
False,[],bafyreie2ilkht3jqqvr5rgv4vfrfyoc6gi4g3flvxniggupex5lybg4d6y
False,[],bafyreiawofpmi34htzbimeboqu5pqmorkrs7btczwpejha75lkruwyrsgi
False,[],bafyreiebojexbkfxrt46ciakykp72jqoadsuah5fkb2dozrhvf6nsudxqu
False,[],bafyreiaaf66fi57wvqru7hryizfs745j5qlrlfqrcfptmjbiwsexcsuapi
False,[],bafyreig7nfiomsx44c7cmdy3ebp3cuuze6ayf36e34qrtan2u7lefzwcwm
False,[],bafyreicsnhixvnihqhercco4zhgzhy44ixdfv4bm4skthnd7bq6kwl56fu
False,[],bafyreifv4d56rj4a35mqu2ye6pge7pje7kcscyf3ixqj2uyzza3soo543q
False,[],bafyreia6tmlav3dtbdnbgiytokouyozsl5haw4miq2hrp5kvejf6fe36ge
False,[],bafyreih6tcfqyzvhymao6emxmkwbvqkikcka3ovsbhkestfgrqe6dw7gai
False,[],bafyreic2t3xabdmv4kgqu3l6o5n4jwq5oj2mqz3romgtrzf66f4f252anm
False,[],bafyreibrb543fxb4wxb2dnfj73jsivvvodtgwuc5y3kqio2q4vmgavolla
False,[],bafyreihennabkcusjoanbxes7ogsrbjs3rwyp4xwl44h3ai7mchw6rjwwy
False,[],bafyreihnkk5ho5mmau6teswkaioppmmqjfqqjgzcqf52xqym6cca4likzm
False,[],bafyreid52kdvmm432ldhu5gsirl2bdilanap7ihhffx2gadmzibzzi25xu
False,[],bafyreiffmlfrjukphlyuutjdly27pnyrspyjt56niec54ucaoh32fp3pjm
